Extract tasks...
use vta nms strategy
use vta nms strategy
Extracted 22 conv2d tasks:
(300, 7, 7, 512, 2048, 1, 1, 0, 0, 1, 1)
(300, 7, 7, 512, 512, 3, 3, 1, 1, 1, 1)
(300, 7, 7, 2048, 512, 1, 1, 0, 0, 1, 1)
(300, 14, 14, 512, 512, 3, 3, 1, 1, 2, 2)
(300, 14, 14, 1024, 512, 1, 1, 0, 0, 1, 1)
(1, 32, 32, 256, 1024, 1, 1, 0, 0, 1, 1)
(1, 32, 32, 256, 256, 3, 3, 1, 1, 1, 1)
(1, 32, 32, 1024, 256, 1, 1, 0, 0, 1, 1)
(1, 64, 64, 256, 256, 3, 3, 1, 1, 2, 2)
(1, 64, 64, 512, 256, 1, 1, 0, 0, 1, 1)
(1, 64, 64, 128, 512, 1, 1, 0, 0, 1, 1)
(1, 64, 64, 128, 128, 3, 3, 1, 1, 1, 1)
(1, 64, 64, 512, 128, 1, 1, 0, 0, 1, 1)
(1, 128, 128, 128, 128, 3, 3, 1, 1, 2, 2)
(1, 128, 128, 256, 128, 1, 1, 0, 0, 1, 1)
(1, 128, 128, 64, 256, 1, 1, 0, 0, 1, 1)
(1, 128, 128, 64, 64, 3, 3, 1, 1, 1, 1)
(1, 128, 128, 256, 64, 1, 1, 0, 0, 1, 1)
(1, 128, 128, 64, 64, 1, 1, 0, 0, 1, 1)
(1, 128, 128, 256, 512, 1, 1, 0, 0, 2, 2)
(1, 64, 64, 512, 1024, 1, 1, 0, 0, 2, 2)
(300, 14, 14, 1024, 2048, 1, 1, 0, 0, 2, 2)
Tuning...

[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (0/1000) | 0.00 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (2/1000) | 0.94 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (4/1000) | 1.28 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (6/1000) | 1.62 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (8/1000) | 20.18 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (10/1000) | 20.51 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (12/1000) | 20.86 s
[Task  3/22]  Current/Best:    0.00/   0.00 GFLOPS | Progress: (14/1000) | 21.19 s
[Task  3/22]  Current/Best:    1.28/   1.28 GFLOPS | Progress: (16/1000) | 46.22 s
[Task  3/22]  Current/Best:    9.53/   9.53 GFLOPS | Progress: (18/1000) | 58.44 s
[Task  3/22]  Current/Best:    0.00/   9.53 GFLOPS | Progress: (20/1000) | 58.76 s
[Task  3/22]  Current/Best:    0.00/   9.53 GFLOPS | Progress: (22/1000) | 59.09 s
[Task  3/22]  Current/Best:    2.75/   9.53 GFLOPS | Progress: (24/1000) | 75.97 s
[Task  3/22]  Current/Best:    0.00/   9.53 GFLOPS | Progress: (26/1000) | 76.29 s
[Task  3/22]  Current/Best:    4.01/   9.53 GFLOPS | Progress: (28/1000) | 91.10 s
[Task  3/22]  Current/Best:    0.00/   9.53 GFLOPS | Progress: (30/1000) | 91.43 s
[Task  3/22]  Current/Best:    0.00/   9.53 GFLOPS | Progress: (32/1000) | 91.75 s
[Task  3/22]  Current/Best:   50.11/  50.11 GFLOPS | Progress: (34/1000) | 102.64 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (36/1000) | 102.98 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (38/1000) | 103.32 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (40/1000) | 103.63 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (42/1000) | 103.96 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (44/1000) | 104.29 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (46/1000) | 104.62 s
[Task  3/22]  Current/Best:   48.90/  50.11 GFLOPS | Progress: (48/1000) | 125.13 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (50/1000) | 125.45 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (52/1000) | 125.77 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (54/1000) | 126.09 s
[Task  3/22]  Current/Best:    9.75/  50.11 GFLOPS | Progress: (56/1000) | 138.04 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (58/1000) | 138.37 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (60/1000) | 138.71 s
[Task  3/22]  Current/Best:    3.80/  50.11 GFLOPS | Progress: (62/1000) | 153.56 s
[Task  3/22]  Current/Best:    4.61/  50.11 GFLOPS | Progress: (64/1000) | 167.54 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (66/1000) | 167.87 s
[Task  3/22]  Current/Best:    3.05/  50.11 GFLOPS | Progress: (68/1000) | 183.73 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (70/1000) | 184.07 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (72/1000) | 184.41 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (74/1000) | 184.75 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (76/1000) | 185.09 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (78/1000) | 185.40 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (80/1000) | 185.76 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (82/1000) | 186.08 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (84/1000) | 186.40 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (86/1000) | 186.74 s
[Task  3/22]  Current/Best:   11.14/  50.11 GFLOPS | Progress: (88/1000) | 198.43 s
[Task  3/22]  Current/Best:    6.35/  50.11 GFLOPS | Progress: (90/1000) | 211.26 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (92/1000) | 211.60 s
[Task  3/22]  Current/Best:    9.62/  50.11 GFLOPS | Progress: (94/1000) | 223.50 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (96/1000) | 223.85 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (98/1000) | 224.19 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (100/1000) | 224.50 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (102/1000) | 224.85 s
[Task  3/22]  Current/Best:   35.60/  50.11 GFLOPS | Progress: (104/1000) | 235.59 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (106/1000) | 235.94 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (108/1000) | 236.30 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (110/1000) | 236.61 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (112/1000) | 236.95 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (114/1000) | 237.27 s
[Task  3/22]  Current/Best:   33.65/  50.11 GFLOPS | Progress: (116/1000) | 247.86 s
[Task  3/22]  Current/Best:    1.53/  50.11 GFLOPS | Progress: (118/1000) | 281.44 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (120/1000) | 281.79 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (122/1000) | 282.11 s
[Task  3/22]  Current/Best:   44.47/  50.11 GFLOPS | Progress: (124/1000) | 293.31 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (126/1000) | 293.63 s
[Task  3/22]  Current/Best:   13.85/  50.11 GFLOPS | Progress: (128/1000) | 305.33 s
[Task  3/22]  Current/Best:    2.53/  50.11 GFLOPS | Progress: (130/1000) | 322.56 s
[Task  3/22]  Current/Best:    7.92/  50.11 GFLOPS | Progress: (132/1000) | 335.24 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (134/1000) | 335.56 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (136/1000) | 335.90 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (138/1000) | 336.24 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (140/1000) | 336.57 s
[Task  3/22]  Current/Best:    0.00/  50.11 GFLOPS | Progress: (142/1000) | 336.91 s
